1000000007,2000000006,3000000008,ASDSS55655,22322021,,RREW21334433,FGTGF,334234,,ANTE,S,34345Y456,12322021,120922,66754,AC,industry,Bars,Carrot,13-01-2020,19-04-2020,13080,33,1.77,#REF!
1000000009,2000000007,3000000011,SFSGR67665,22322021,,FDFG22134444,TTUTY,556437,,ANTE,S,56543U89,12322021,130922,33339,AB,total,Crackers,Carrot,16-01-2020,22-04-2020,3348,87,3.49,#REF!
1000000011,2000000008,3000000014,ASDSS55656,23322021,,RREW21334434,FGTGF,334534,,ANTE,S,34345Y457,13322021,140922,5575755,AD,total,Cookies,Potato Chips,19-01-2020,25-04-2020,1089,58,1.87,#REF!
1000000013,2000000009,3000000017,SFSGR67666,23655354.33,,FDFG22134445,TTUTY,408701.6667,,GNFNN,S,56543U90,13655354,150922,11118171,CD,total,Cookies,Arrowroot,22-01-2020,28-04-2020,1023,82,1.87,#REF!
1000000015,2000000010,3000000020,ASDSS55657,24155354.33,,RREW21334435,FGTGF,408851.6667,,SDBDN,S,34345Y458,14155354,160922,16660587,CC,total,Cookies,Oatmeal Raisin,25-01-2020,01-05-2020,2364,38,2.18,#REF!
1000000017,2000000011,3000000023,SFSGR67667,24655354.33,,FDFG22134446,TTUTY,409001.6667,,ANTE,AA,56543U91,14655354,170922,22203003,CB,"Agriculture, forestry, & fishing",Bars,Bran,28-01-2020,04-05-2020,1683,54,1.77,#REF!
1000000019,2000000012,3000000026,ASDSS55658,25155354.33,,RREW21334436,FGTGF,409151.6667,,FBHFN,AA,34345Y459,15155354,180922,-133736,VC,Agriculture,Crackers,Oatmeal Raisin,31-01-2020,07-05-2020,27,149,3.49,#REF!
1000000021,2000000013,3000000029,SFSGR67668,25655354.33,,FDFG22134447,TTUTY,409301.6667,,FBHFN,AA,56543U92,15655354,190922,22470475,AC,Commercial fishing,Bars,Chocolate Chip,03-02-2020,10-05-2020,126,51,1.77,#REF!
1000000023,2000000014,3000000032,ASDSS55659,26155354.33,,RREW21334437,FGTGF,409451.6667,,DDG,AA,34345Y460,16155354,200922,45074686,AB,Forestry & logging,Bars,Oatmeal Raisin,06-02-2020,13-05-2020,528,100,1.77,#REF!
1000000025,2000000015,3000000035,SFSGR67669,26655354.33,,FDFG22134448,TTUTY,409601.6667,,DDG,AA,34345Y457,16655354,210922,67678897,AD,"Agriculture, forestry, & fishing support services",Snacks,Carrot,09-02-2020,16-05-2020,72,28,1.35,#REF!
1000000027,2000000016,3000000038,ASDSS55660,27155354.33,,RREW21334438,FGTGF,409751.6667,,DDG,FF,56543U90,17155354,220922,90283108,CD,Mining,Cookies,Whole Wheat,12-02-2020,19-05-2020,1971,36,2.18,#REF!
1000000029,2000000017,3000000041,ASDSS55656,27655354.33,,FDFG22134449,TTUTY,409901.6667,,FFFBFB,FF,34345Y458,17655354,230922,112887319,CC,Manufacturing,Cookies,Chocolate Chip,15-02-2020,22-05-2020,588,31,1.87,#REF!
1000000031,2000000018,3000000044,SFSGR67666,28155354.33,,RREW21334439,FGTGF,410051.6667,,ERRHH,FF,56543U91,18155354,240922,135491530,CB,"Food, beverage, & tobacco",Crackers,Carrot,18-02-2020,25-05-2020,96,28,3.49,#REF!
1000000033,2000000019,3000000047,ASDSS55657,28655354.33,,FDFG22134450,TTUTY,410201.6667,,ASDC,ADAD,34345Y459,18655354,250922,158095741,VC,"Textile, clothing, footwear, & leather",Bars,Potato Chips,21-02-2020,28-05-2020,156,44,1.77,#REF!
1000000035,2000000020,3000000050,SFSGR67667,29155354.33,,RREW21334440,FGTGF,410351.6667,,GHN,ADAD,56543U92,19155354,260922,-401056,AC,Wood & paper product,Bars,Chocolate Chip,24-02-2020,31-05-2020,72,23,1.77,#REF!
1000000037,2000000021,3000000053,ASDSS55658,29655354.33,,FDFG22134451,TTUTY,410501.6667,,GNG,ADAD,34345Y460,19655354,270922,18095741,AB,"Printing, publishing, & recorded media",Snacks,Bran,27-02-2020,03-06-2020,189,27,1.35,#REF!
1000000039,2000000022,3000000056,SFSGR67668,30155354.33,,RREW21334441,FGTGF,410651.6667,,ANTE,ADAD,56543U93,20155354,280922,36592538,AD,"Petroleum, coal, chemical, & associated product",Cookies,Oatmeal Raisin,02-03-2020,06-06-2020,108,43,2.18,#REF!
1000000041,2000000023,3000000059,ASDSS55659,30655354.33,,FDFG22134452,TTUTY,410801.6667,,ANTE,ADAD,34345Y461,20655354,290922,55089335,CD,Non-metallic mineral product,Cookies,Carrot,05-03-2020,09-06-2020,246,123,2.84,#REF!
1000000043,2000000024,3000000062,SFSGR67669,31155354.33,,RREW21334442,FGTGF,410951.6667,,ANTE,ADAD,34345Y458,21155354,300922,73586132,CC,Metal product,Bars,Potato Chips,08-03-2020,12-06-2020,285,42,1.87,#REF!
1000000045,2000000025,3000000065,ASDSS55660,31655354.33,,FDFG22134453,TTUTY,411101.6667,,FBHFN,ADAD,56543U91,21655354,310922,92082929,CB,Transport and industrial machinery & equipment,Cookies,Carrot,11-03-2020,15-06-2020,117,33,2.84,#REF!
1000000047,2000000026,3000000068,SFSGR67670,32155354.33,,RREW21334443,FGTGF,411251.6667,,FBHFN,ADAD,34345Y459,22155354,320922,110579726,VC,Other machinery & equipment,Cookies,Whole Wheat,14-03-2020,18-06-2020,111,85,1.87,#REF!
1000000049,2000000027,3000000071,ASDSS55661,32655354.33,,FDFG22134454,TTUTY,411401.6667,,FBHFN,S,56543U92,22655354,330922,129076523,AC,Other manufacturing,Cookies,Carrot,17-03-2020,21-06-2020,114,30,2.84,#REF!
1000000051,2000000028,3000000074,ASDSS55657,33155354.33,,RREW21334444,FGTGF,411551.6667,,FBHFN,S,56543U92,23155354,340922,147573320,AB,"Electricity, gas, water, & waste services",Bars,Carrot,20-03-2020,24-06-2020,2685,61,1.77,#REF!
1000000053,2000000029,3000000077,SFSGR67667,33655354.33,,FDFG22134455,TTUTY,411701.6667,,DDG,S,34345Y460,23655354,350922,166070117,AD,Construction,Crackers,Potato Chips,23-03-2020,27-06-2020,1287,40,3.49,#REF!
1000000055,2000000030,3000000080,ASDSS55658,34155354.33,,RREW21334445,FGTGF,411851.6667,,DDG,S,56543U93,24155354,360922,184566914,CD,Wholesale trade,Cookies,Arrowroot,26-03-2020,30-06-2020,264,86,1.87,#REF!
1000000057,2000000031,3000000083,SFSGR67668,34655354.33,,FDFG22134456,TTUTY,412001.6667,,HHFRBD,S,56543U93,24655354,370922,203063711,CC,Machinery & equipment wholesaling,Bars,Oatmeal Raisin,29-03-2020,03-07-2020,1023,38,1.77,#REF!
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
